name3 - album3_broken-heartv2.wav_stft.txt_vectors.txt
251 249 22 13
251 249 23 13
251 234 24 13
251 249 25 13
251 234 26 13
251 247 29 13
251 234 32 13
258 253 8 13
258 259 8 13
258 253 9 13
258 253 10 13
258 258 10 13
258 259 11 13
258 258 12 13
258 258 13 13
258 259 15 13
258 259 16 13
258 249 18 13
258 247 21 13
258 249 22 13
258 249 23 13
258 249 25 13
258 247 29 13
250 253 7 14
250 259 7 14
250 253 8 14
250 253 9 14
250 258 9 14
250 259 10 14
250 258 11 14
250 258 12 14
250 259 14 14
250 259 15 14
250 249 17 14
250 247 20 14
250 249 21 14
250 249 22 14
250 234 23 14
250 249 24 14
250 234 25 14
250 247 28 14
250 234 31 14
317 316 5 14
317 316 6 14
317 319 13 14
317 317 16 14
317 319 17 14
317 319 20 14
317 319 21 14
317 301 23 14
317 301 24 14
317 300 25 14
317 301 28 14
317 311 29 14
317 300 31 14
317 313 34 14
316 316 5 15
316 319 12 15
316 317 15 15
316 319 16 15
316 319 19 15
316 319 20 15
316 301 22 15
316 301 23 15
316 300 24 15
316 301 27 15
316 311 28 15
316 300 30 15
316 313 33 15
316 298 34 15
316 319 11 16
316 317 14 16
316 319 15 16
316 319 18 16
316 319 19 16
316 301 21 16
316 301 22 16
316 300 23 16
316 301 26 16
316 311 27 16
316 300 29 16
316 313 32 16
316 298 33 16
316 301 34 16
316 319 10 17
316 317 13 17
316 319 14 17
316 319 17 17
316 319 18 17
316 301 20 17
316 301 21 17
316 300 22 17
316 301 25 17
316 311 26 17
316 300 28 17
316 313 31 17
316 298 32 17
316 301 33 17
316 316 34 17
312 319 9 18
312 317 12 18
312 319 13 18
312 319 16 18
312 319 17 18
312 301 19 18
312 301 20 18
312 300 21 18
312 301 24 18
312 311 25 18
312 300 27 18
312 313 30 18
312 298 31 18
312 301 32 18
312 316 33 18
312 302 34 18
316 319 8 19
316 317 11 19
316 319 12 19
316 319 15 19
316 319 16 19
316 301 18 19
316 301 19 19
316 300 20 19
316 301 23 19
316 311 24 19
316 300 26 19
316 313 29 19
316 298 30 19
316 301 31 19
316 316 32 19
316 302 33 19
316 319 7 20
316 317 10 20
316 319 11 20
316 319 14 20
316 319 15 20
316 301 17 20
316 301 18 20
316 300 19 20
316 301 22 20
316 311 23 20
316 300 25 20
316 313 28 20
316 298 29 20
316 301 30 20
316 316 31 20
316 302 32 20
316 301 34 20
253 258 5 21
253 259 7 21
253 259 8 21
253 249 10 21
253 247 13 21
253 249 14 21
253 249 15 21
253 234 16 21
253 249 17 21
253 234 18 21
253 247 21 21
253 234 24 21
253 237 31 21
253 248 33 21
253 248 34 21
259 258 5 21
259 259 7 21
259 259 8 21
259 249 10 21
259 247 13 21
259 249 14 21
259 249 15 21
259 249 17 21
259 247 21 21
259 248 33 21
259 248 34 21
253 259 6 22
253 259 7 22
253 249 9 22
253 247 12 22
253 249 13 22
253 249 14 22
253 234 15 22
253 249 16 22
253 234 17 22
253 247 20 22
253 234 23 22
253 237 30 22
253 248 32 22
253 248 33 22
290 301 15 22
290 301 16 22
290 300 17 22
290 284 18 22
290 287 19 22
290 301 20 22
290 280 22 22
290 300 23 22
290 282 25 22
290 298 27 22
290 301 28 22
290 302 30 22
290 295 31 22
290 301 32 22
290 302 33 22
290 280 34 22
253 259 5 23
253 259 6 23
253 249 8 23
253 247 11 23
253 249 12 23
253 249 13 23
253 234 14 23
253 249 15 23
253 234 16 23
253 247 19 23
253 234 22 23
253 237 29 23
253 248 31 23
253 248 32 23
258 259 5 23
258 259 6 23
258 249 8 23
258 247 11 23
258 249 12 23
258 249 13 23
258 249 15 23
258 247 19 23
258 248 31 23
258 248 32 23
157 156 29 24
157 157 34 24
259 259 5 24
259 249 7 24
259 247 10 24
259 249 11 24
259 249 12 24
259 249 14 24
259 247 18 24
259 248 30 24
259 248 31 24
259 260 34 24
93 93 11 25
93 90 25 25
93 87 28 25
157 156 28 25
157 157 33 25
258 249 6 25
258 247 9 25
258 249 10 25
258 249 11 25
258 249 13 25
258 247 17 25
258 248 29 25
258 248 30 25
258 260 33 25
93 93 10 26
93 90 24 26
93 87 27 26
157 156 27 26
157 157 32 26
258 249 5 26
258 247 8 26
258 249 9 26
258 249 10 26
258 249 12 26
258 247 16 26
258 248 28 26
258 248 29 26
258 260 32 26
89 93 9 27
89 90 23 27
89 87 26 27
162 156 26 27
162 157 31 27
319 319 7 27
319 319 8 27
319 301 10 27
319 301 11 27
319 300 12 27
319 301 15 27
319 311 16 27
319 300 18 27
319 313 21 27
319 301 23 27
319 316 24 27
319 302 25 27
319 301 27 27
319 302 28 27
319 301 33 27
319 319 34 27
66 58 8 28
66 62 13 28
66 55 22 28
66 53 30 28
131 118 33 28
259 247 6 28
259 249 7 28
259 249 8 28
259 249 10 28
259 247 14 28
259 248 26 28
259 248 27 28
259 260 30 28
2 2 7 29
2 18 7 29
2 16 24 29
87 93 7 29
87 90 21 29
87 87 24 29
259 247 5 29
259 249 6 29
259 249 7 29
259 249 9 29
259 247 13 29
259 248 25 29
259 248 26 29
259 260 29 29
317 319 5 30
317 301 7 30
317 301 8 30
317 300 9 30
317 301 12 30
317 311 13 30
317 300 15 30
317 313 18 30
317 298 19 30
317 301 20 30
317 316 21 30
317 302 22 30
317 301 24 30
317 302 25 30
317 301 30 30
317 319 31 30
317 301 33 30
249 249 5 31
249 234 6 31
249 249 7 31
249 234 8 31
249 247 11 31
249 234 14 31
249 230 18 31
249 229 19 31
249 237 21 31
249 248 23 31
249 248 24 31
249 260 27 31
249 236 28 31
319 301 6 31
319 301 7 31
319 300 8 31
319 301 11 31
319 311 12 31
319 300 14 31
319 313 17 31
319 301 19 31
319 316 20 31
319 302 21 31
319 301 23 31
319 302 24 31
319 301 29 31
319 319 30 31
319 301 32 31
247 234 5 34
247 247 8 34
247 234 11 34
247 230 15 34
247 229 16 34
247 237 18 34
247 248 20 34
247 248 21 34
247 260 24 34
247 236 25 34
319 300 5 34
319 301 8 34
319 311 9 34
319 300 11 34
319 313 14 34
319 301 16 34
319 316 17 34
319 302 18 34
319 301 20 34
319 302 21 34
319 301 26 34
319 319 27 34
319 301 29 34
249 247 7 35
249 234 10 35
249 230 14 35
249 229 15 35
249 237 17 35
249 248 19 35
249 248 20 35
249 260 23 35
249 236 24 35
319 301 7 35
319 311 8 35
319 300 10 35
319 313 13 35
319 301 15 35
319 316 16 35
319 302 17 35
319 301 19 35
319 302 20 35
319 301 25 35
319 319 26 35
319 301 28 35
2 16 17 36
2 20 29 36
18 16 17 36
18 34 25 36
18 20 29 36
58 62 5 36
58 55 14 36
58 53 22 36
58 38 26 36
93 90 14 36
93 87 17 36
93 92 30 36
93 85 33 36
249 247 6 36
249 234 9 36
249 230 13 36
249 229 14 36
249 237 16 36
249 248 18 36
249 248 19 36
249 260 22 36
249 236 23 36
234 247 5 37
234 214 7 37
234 234 8 37
234 230 12 37
234 229 13 37
234 237 15 37
234 248 17 37
234 248 18 37
234 236 22 37
301 301 5 37
301 311 6 37
301 300 8 37
301 282 10 37
301 313 11 37
301 298 12 37
301 301 13 37
301 316 14 37
301 302 15 37
301 295 16 37
301 301 17 37
301 302 18 37
301 282 20 37
301 294 22 37
301 301 23 37
301 319 24 37
301 283 25 37
301 301 26 37
301 283 30 37
301 283 31 37
301 301 33 37
301 283 34 37
249 234 7 38
249 230 11 38
249 229 12 38
249 237 14 38
249 248 16 38
249 248 17 38
249 260 20 38
249 236 21 38
301 311 5 38
301 300 7 38
301 282 9 38
301 313 10 38
301 298 11 38
301 301 12 38
301 316 13 38
301 302 14 38
301 295 15 38
301 301 16 38
301 302 17 38
301 282 19 38
301 294 21 38
301 301 22 38
301 319 23 38
301 283 24 38
301 301 25 38
301 283 29 38
301 283 30 38
301 301 32 38
301 283 33 38
234 214 5 39
234 234 6 39
234 230 10 39
234 229 11 39
234 237 13 39
234 248 15 39
234 248 16 39
234 236 20 39
234 221 34 39
300 280 5 39
300 300 6 39
300 282 8 39
300 313 9 39
300 298 10 39
300 301 11 39
300 316 12 39
300 302 13 39
300 295 14 39
300 301 15 39
300 302 16 39
300 280 17 39
300 282 18 39
300 294 20 39
300 301 21 39
300 319 22 39
300 283 23 39
300 301 24 39
300 283 28 39
300 283 29 39
300 301 31 39
300 283 32 39
300 292 34 39
284 300 5 40
284 282 7 40
284 298 9 40
284 301 10 40
284 302 12 40
284 295 13 40
284 301 14 40
284 302 15 40
284 280 16 40
284 282 17 40
284 294 19 40
284 301 20 40
284 283 22 40
284 301 23 40
284 278 25 40
284 277 26 40
284 283 27 40
284 283 28 40
284 276 29 40
284 301 30 40
284 283 31 40
284 279 32 40
284 292 33 40
284 283 34 40
62 55 9 41
62 53 17 41
211 204 6 41
211 230 8 41
211 229 9 41
211 203 16 41
211 200 20 41
211 199 21 41
211 194 24 41
211 198 26 41
211 203 27 41
211 202 30 41
211 194 31 41
211 221 32 41
211 204 33 41
287 282 6 41
287 298 8 41
287 301 9 41
287 302 11 41
287 295 12 41
287 301 13 41
287 302 14 41
287 280 15 41
287 282 16 41
287 294 18 41
287 301 19 41
287 283 21 41
287 301 22 41
287 278 24 41
287 277 25 41
287 283 26 41
287 283 27 41
287 276 28 41
287 301 29 41
287 283 30 41
287 279 31 41
287 292 32 41
287 283 33 41
287 300 34 41
247 230 7 42
247 229 8 42
247 237 10 42
247 248 12 42
247 248 13 42
247 260 16 42
247 236 17 42
247 236 33 42
301 282 5 42
301 313 6 42
301 298 7 42
301 301 8 42
301 316 9 42
301 302 10 42
301 295 11 42
301 301 12 42
301 302 13 42
301 282 15 42
301 294 17 42
301 301 18 42
301 319 19 42
301 283 20 42
301 301 21 42
301 283 25 42
301 283 26 42
301 301 28 42
301 283 29 42
301 292 31 42
301 283 32 42
301 300 33 42
301 303 34 42
311 313 5 43
311 298 6 43
311 301 7 43
311 316 8 43
311 302 9 43
311 295 10 43
311 301 11 43
311 302 12 43
311 294 16 43
311 301 17 43
311 319 18 43
311 301 20 43
311 301 27 43
311 292 30 43
311 300 32 43
311 303 33 43
311 293 34 43
214 230 5 44
214 229 6 44
214 203 13 44
214 200 17 44
214 199 18 44
214 194 21 44
214 198 23 44
214 203 24 44
214 202 27 44
214 194 28 44
214 221 29 44
214 204 30 44
280 298 5 44
280 295 9 44
280 280 12 44
280 282 13 44
280 260 14 44
280 294 15 44
280 283 18 44
280 278 21 44
280 277 22 44
280 283 23 44
280 283 24 44
280 276 25 44
280 283 27 44
280 279 28 44
280 292 29 44
280 283 30 44
280 293 33 44
234 229 5 45
234 237 7 45
234 248 9 45
234 248 10 45
234 236 14 45
234 221 28 45
234 236 30 45
300 301 5 45
300 316 6 45
300 302 7 45
300 295 8 45
300 301 9 45
300 302 10 45
300 280 11 45
300 282 12 45
300 294 14 45
300 301 15 45
300 319 16 45
300 283 17 45
300 301 18 45
300 283 22 45
300 283 23 45
300 301 25 45
300 283 26 45
300 292 28 45
300 283 29 45
300 300 30 45
300 303 31 45
300 293 32 45
300 293 34 45
204 203 10 47
204 200 14 47
204 199 15 47
204 194 18 47
204 187 19 47
204 198 20 47
204 203 21 47
204 190 22 47
204 202 24 47
204 194 25 47
204 221 26 47
204 204 27 47
204 193 31 47
204 195 33 47
282 295 6 47
282 301 7 47
282 280 9 47
282 282 10 47
282 294 12 47
282 301 13 47
282 283 15 47
282 301 16 47
282 278 18 47
282 277 19 47
282 283 20 47
282 283 21 47
282 276 22 47
282 301 23 47
282 283 24 47
282 279 25 47
282 292 26 47
282 283 27 47
282 300 28 47
282 293 30 47
282 293 32 47
282 278 33 47
282 301 34 47
313 295 5 48
313 301 6 48
313 302 7 48
313 294 11 48
313 301 12 48
313 319 13 48
313 301 15 48
313 301 22 48
313 300 27 48
313 303 28 48
313 293 29 48
313 293 31 48
313 301 33 48
230 248 5 49
230 248 6 49
230 236 10 49
230 221 24 49
230 236 26 49
230 237 32 49
230 249 34 49
298 301 5 49
298 302 6 49
298 280 7 49
298 282 8 49
298 294 10 49
298 301 11 49
298 283 13 49
298 301 14 49
298 278 16 49
298 283 18 49
298 283 19 49
298 301 21 49
298 283 22 49
298 279 23 49
298 292 24 49
298 283 25 49
298 300 26 49
298 303 27 49
298 293 28 49
298 293 30 49
298 278 31 49
298 301 32 49
298 306 34 49
55 53 8 50
55 38 12 50
55 37 21 50
55 71 32 50
55 58 33 50
90 92 16 50
90 85 19 50
90 109 28 50
90 71 32 50
90 88 33 50
229 248 5 50
229 236 9 50
229 221 23 50
229 236 25 50
229 237 31 50
301 302 5 50
301 282 7 50
301 294 9 50
301 301 10 50
301 319 11 50
301 283 12 50
301 301 13 50
301 283 17 50
301 283 18 50
301 301 20 50
301 283 21 50
301 292 23 50
301 283 24 50
301 300 25 50
301 303 26 50
301 293 27 50
301 293 29 50
301 301 31 50
301 306 33 50
316 301 9 51
316 319 10 51
316 301 12 51
316 301 19 51
316 300 24 51
316 303 25 51
316 301 30 51
316 306 32 51
237 236 7 52
237 221 21 52
237 236 23 52
237 237 29 52
237 249 31 52
302 282 5 52
302 294 7 52
302 301 8 52
302 319 9 52
302 283 10 52
302 301 11 52
302 283 15 52
302 283 16 52
302 301 18 52
302 283 19 52
302 292 21 52
302 283 22 52
302 300 23 52
302 303 24 52
302 293 25 52
302 293 27 52
302 301 29 52
302 306 31 52
302 305 34 52
16 34 8 53
16 20 12 53
16 26 19 53
16 14 27 53
16 15 27 53
16 26 31 53
16 30 32 53
16 31 32 53
87 92 13 53
87 85 16 53
87 71 29 53
87 88 30 53
156 157 5 53
156 163 10 53
156 164 23 53
156 148 24 53
156 150 26 53
156 164 29 53
295 294 6 53
295 301 7 53
295 283 9 53
295 301 10 53
295 278 12 53
295 277 13 53
295 283 14 53
295 283 15 53
295 276 16 53
295 301 17 53
295 283 18 53
295 279 19 53
295 292 20 53
295 283 21 53
295 300 22 53
295 303 23 53
295 293 24 53
295 293 26 53
295 278 27 53
295 301 28 53
295 306 30 53
295 280 31 53
295 280 32 53
295 305 33 53
248 236 5 54
248 236 21 54
248 237 27 54
248 266 28 54
248 249 29 54
301 294 5 54
301 301 6 54
301 319 7 54
301 283 8 54
301 301 9 54
301 283 13 54
301 283 14 54
301 301 16 54
301 283 17 54
301 292 19 54
301 283 20 54
301 300 21 54
301 303 22 54
301 293 23 54
301 293 25 54
301 301 27 54
301 306 29 54
301 305 32 54
301 319 33 54
301 315 34 54
248 236 20 55
248 237 26 55
248 266 27 55
248 249 28 55
248 235 34 55
302 301 5 55
302 319 6 55
302 283 7 55
302 301 8 55
302 283 12 55
302 283 13 55
302 301 15 55
302 283 16 55
302 292 18 55
302 283 19 55
302 300 20 55
302 303 21 55
302 293 22 55
302 293 24 55
302 301 26 55
302 306 28 55
302 305 31 55
302 319 32 55
302 315 33 55
302 300 34 55
280 283 6 56
280 278 9 56
280 277 10 56
280 283 11 56
280 283 12 56
280 276 13 56
280 283 15 56
280 279 16 56
280 292 17 56
280 283 18 56
280 293 21 56
280 293 23 56
280 278 24 56
280 266 26 56
280 280 28 56
280 280 29 56
203 199 5 57
203 194 8 57
203 187 9 57
203 198 10 57
203 203 11 57
203 190 12 57
203 202 14 57
203 194 15 57
203 221 16 57
203 204 17 57
203 193 21 57
203 195 23 57
203 193 27 57
203 186 28 57
203 193 30 57
203 194 31 57
282 283 5 57
282 301 6 57
282 278 8 57
282 277 9 57
282 283 10 57
282 283 11 57
282 276 12 57
282 301 13 57
282 283 14 57
282 279 15 57
282 292 16 57
282 283 17 57
282 300 18 57
282 293 20 57
282 293 22 57
282 278 23 57
282 301 24 57
282 266 25 57
282 280 27 57
282 280 28 57
282 300 32 57
282 301 33 57
53 37 13 58
53 71 24 58
53 58 25 58
157 163 5 58
157 164 18 58
157 148 19 58
157 150 21 58
157 164 24 58
260 278 7 58
260 277 8 58
260 276 11 58
260 279 14 58
260 278 22 58
260 266 24 58
260 249 25 58
260 240 33 58
236 221 14 59
236 236 16 59
236 237 22 59
236 249 24 59
236 235 30 59
236 237 31 59
236 240 32 59
236 237 33 59
294 278 6 59
294 277 7 59
294 283 8 59
294 283 9 59
294 276 10 59
294 301 11 59
294 283 12 59
294 279 13 59
294 292 14 59
294 283 15 59
294 300 16 59
294 303 17 59
294 293 18 59
294 293 20 59
294 278 21 59
294 301 22 59
294 306 24 59
294 280 25 59
294 280 26 59
294 305 27 59
294 300 30 59
294 301 31 59
294 302 32 59
294 300 33 59
294 284 34 59
301 283 7 60
301 283 8 60
301 301 10 60
301 283 11 60
301 292 13 60
301 283 14 60
301 300 15 60
301 303 16 60
301 293 17 60
301 293 19 60
301 301 21 60
301 306 23 60
301 305 26 60
301 319 27 60
301 315 28 60
301 300 29 60
301 301 30 60
301 302 31 60
301 300 32 60
301 284 33 60
301 303 34 60
34 37 10 61
34 26 11 61
34 14 19 61
34 15 19 61
34 26 23 61
34 30 24 61
34 31 24 61
118 117 6 61
118 110 11 61
118 109 17 61
118 113 23 61
118 116 24 61
200 187 5 61
200 198 6 61
200 203 7 61
200 190 8 61
200 202 10 61
200 194 11 61
200 204 13 61
200 193 17 61
200 195 19 61
200 193 23 61
200 186 24 61
200 193 26 61
200 194 27 61
200 204 32 61
319 301 9 61
319 300 14 61
319 303 15 61
319 301 20 61
319 306 22 61
319 305 25 61
319 319 26 61
319 315 27 61
319 300 28 61
319 301 29 61
319 302 30 61
319 300 31 61
319 303 33 61
38 37 9 62
38 26 10 62
38 26 22 62
38 30 23 62
38 31 23 62
199 198 5 62
199 203 6 62
199 190 7 62
199 202 9 62
199 194 10 62
199 204 12 62
199 193 16 62
199 195 18 62
199 193 22 62
199 186 23 62
199 193 25 62
199 194 26 62
199 204 31 62
283 283 5 62
283 283 6 62
283 276 7 62
283 301 8 62
283 283 9 62
283 279 10 62
283 292 11 62
283 283 12 62
283 300 13 62
283 293 15 62
283 293 17 62
283 278 18 62
283 301 19 62
283 266 20 62
283 280 22 62
283 280 23 62
283 300 27 62
283 301 28 62
283 302 29 62
283 300 30 62
283 284 31 62
283 282 34 62
163 164 13 63
163 148 14 63
163 150 16 63
163 164 19 63
301 283 5 63
301 301 7 63
301 283 8 63
301 292 10 63
301 283 11 63
301 300 12 63
301 303 13 63
301 293 14 63
301 293 16 63
301 301 18 63
301 306 20 63
301 305 23 63
301 319 24 63
301 315 25 63
301 300 26 63
301 301 27 63
301 302 28 63
301 300 29 63
301 284 30 63
301 303 31 63
301 282 33 63
301 298 34 63
20 37 6 65
20 26 7 65
20 14 15 65
20 15 15 65
20 26 19 65
20 30 20 65
20 31 20 65
20 32 33 65
194 202 6 65
194 194 7 65
194 204 9 65
194 193 13 65
194 195 15 65
194 193 19 65
194 186 20 65
194 193 22 65
194 194 23 65
194 204 28 65
194 209 34 65
278 283 6 65
278 279 7 65
278 292 8 65
278 283 9 65
278 293 12 65
278 293 14 65
278 278 15 65
278 266 17 65
278 280 19 65
278 280 20 65
278 284 28 65
278 282 31 65
278 287 34 65
92 110 6 66
92 109 12 66
92 88 17 66
92 76 33 66
187 202 5 66
187 194 6 66
187 204 8 66
187 193 12 66
187 195 14 66
187 193 18 66
187 186 19 66
187 193 21 66
187 194 22 66
187 204 27 66
277 283 5 66
277 279 6 66
277 292 7 66
277 283 8 66
277 293 11 66
277 293 13 66
277 278 14 66
277 266 16 66
277 280 18 66
277 280 19 66
277 284 27 66
277 282 30 66
277 287 33 66
277 290 34 66
117 110 5 67
117 109 11 67
117 113 17 67
117 116 18 67
117 127 31 67
198 194 5 67
198 204 7 67
198 193 11 67
198 195 13 67
198 193 17 67
198 186 18 67
198 193 20 67
198 194 21 67
198 204 26 67
198 209 32 67
198 196 34 67
283 279 5 67
283 292 6 67
283 283 7 67
283 300 8 67
283 293 10 67
283 293 12 67
283 278 13 67
283 301 14 67
283 266 15 67
283 280 17 67
283 280 18 67
283 300 22 67
283 301 23 67
283 302 24 67
283 300 25 67
283 284 26 67
283 282 29 67
283 298 30 67
283 287 32 67
283 290 33 67
283 279 34 67
203 221 5 68
203 204 6 68
203 193 10 68
203 195 12 68
203 193 16 68
203 186 17 68
203 193 19 68
203 194 20 68
203 204 25 68
203 209 31 68
203 196 33 68
283 292 5 68
283 283 6 68
283 300 7 68
283 293 9 68
283 293 11 68
283 278 12 68
283 301 13 68
283 266 14 68
283 280 16 68
283 280 17 68
283 300 21 68
283 301 22 68
283 302 23 68
283 300 24 68
283 284 25 68
283 282 28 68
283 298 29 68
283 287 31 68
283 290 32 68
283 279 33 68
283 300 34 68
85 71 13 69
85 88 14 69
85 76 30 69
85 83 34 69
190 204 5 69
190 193 9 69
190 195 11 69
190 193 15 69
190 186 16 69
190 193 18 69
190 194 19 69
190 204 24 69
190 209 30 69
190 196 32 69
190 178 34 69
276 283 5 69
276 293 8 69
276 293 10 69
276 278 11 69
276 266 13 69
276 280 15 69
276 280 16 69
276 284 24 69
276 282 27 69
276 287 30 69
276 290 31 69
276 279 32 69
276 268 34 69
301 300 5 70
301 303 6 70
301 293 7 70
301 293 9 70
301 301 11 70
301 306 13 70
301 305 16 70
301 319 17 70
301 315 18 70
301 300 19 70
301 301 20 70
301 302 21 70
301 300 22 70
301 284 23 70
301 303 24 70
301 282 26 70
301 298 27 70
301 316 28 70
301 287 29 70
301 290 30 70
301 300 32 70
301 293 34 70
37 26 13 71
37 30 14 71
37 31 14 71
37 32 27 71
37 56 28 71
37 26 30 71
37 41 33 71
202 193 7 71
202 195 9 71
202 193 13 71
202 186 14 71
202 193 16 71
202 194 17 71
202 204 22 71
202 209 28 71
202 196 30 71
283 293 6 71
283 293 8 71
283 278 9 71
283 301 10 71
283 266 11 71
283 280 13 71
283 280 14 71
283 300 18 71
283 301 19 71
283 302 20 71
283 300 21 71
283 284 22 71
283 282 25 71
283 298 26 71
283 287 28 71
283 290 29 71
283 279 30 71
283 300 31 71
283 268 32 71
283 293 33 71
283 301 34 71
26 14 8 72
26 15 8 72
26 26 12 72
26 30 13 72
26 31 13 72
26 32 26 72
26 26 29 72
26 41 32 72
110 109 6 72
110 113 12 72
110 116 13 72
110 127 26 72
194 193 6 72
194 195 8 72
194 193 12 72
194 186 13 72
194 193 15 72
194 194 16 72
194 204 21 72
194 209 27 72
194 196 29 72
194 178 31 72
279 293 5 72
279 293 7 72
279 278 8 72
279 266 10 72
279 280 12 72
279 280 13 72
279 284 21 72
279 282 24 72
279 298 25 72
279 287 27 72
279 290 28 72
279 279 29 72
279 268 31 72
279 293 32 72
279 284 34 72
221 237 8 73
221 235 16 73
221 237 17 73
221 240 18 73
221 237 19 73
221 204 20 73
221 232 21 73
221 209 26 73
221 237 32 73
221 237 34 73
292 293 6 73
292 278 7 73
