name3 - album3_broken-heartv2.wav_stft.txt_vectors.txt
51 50 5 6
51 36 6 6
51 36 7 6
51 62 11 6
51 35 12 6
51 60 13 6
51 43 16 6
51 62 18 6
51 36 19 6
51 59 20 6
51 33 23 6
51 36 27 6
51 41 28 6
51 59 29 6
51 55 30 6
62 61 2 8
62 63 2 8
62 50 3 8
62 62 9 8
62 60 11 8
62 43 14 8
62 62 16 8
62 59 18 8
62 59 27 8
62 55 28 8
62 61 30 8
63 61 2 8
63 63 2 8
63 50 3 8
63 62 9 8
63 60 11 8
63 43 14 8
63 62 16 8
63 59 18 8
63 59 27 8
63 55 28 8
63 61 30 8
62 50 2 9
62 62 8 9
62 60 10 9
62 43 13 9
62 62 15 9
62 59 17 9
62 59 26 9
62 55 27 9
62 61 29 9
61 62 7 10
61 60 9 10
61 43 12 10
61 62 14 10
61 59 16 10
61 41 24 10
61 59 25 10
61 55 26 10
61 61 28 10
63 62 7 10
63 60 9 10
63 43 12 10
63 62 14 10
63 59 16 10
63 59 25 10
63 55 26 10
63 61 28 10
50 36 2 11
50 62 6 11
50 35 7 11
50 60 8 11
50 43 11 11
50 62 13 11
50 36 14 11
50 59 15 11
50 33 18 11
50 36 22 11
50 41 23 11
50 59 24 11
50 55 25 11
50 61 27 11
50 38 28 11
50 34 30 11
50 39 31 11
36 17 6 12
36 35 6 12
36 16 8 12
36 43 10 12
36 36 13 12
36 18 14 12
36 33 17 12
36 18 21 12
36 36 21 12
36 41 22 12
36 20 24 12
36 55 24 12
36 38 27 12
36 34 29 12
36 22 30 12
36 39 30 12
36 17 5 13
36 35 5 13
36 16 7 13
36 43 9 13
36 36 12 13
36 18 13 13
36 33 16 13
36 18 20 13
36 36 20 13
36 41 21 13
36 20 23 13
36 55 23 13
36 38 26 13
36 34 28 13
36 22 29 13
36 39 29 13
36 50 31 13
62 60 2 17
62 43 5 17
62 62 7 17
62 59 9 17
62 59 18 17
62 55 19 17
62 61 21 17
62 50 27 17
62 45 30 17
62 56 31 17
0 0 2 18
0 2 2 18
0 3 2 18
0 16 2 18
0 18 8 18
0 9 11 18
0 0 15 18
0 18 15 18
0 3 21 18
0 9 22 18
0 15 23 18
0 0 25 18
2 0 2 18
2 2 2 18
2 3 2 18
2 16 2 18
2 18 8 18
2 9 11 18
2 0 15 18
2 18 15 18
2 20 18 18
2 3 21 18
2 9 22 18
2 15 23 18
2 0 25 18
9 0 2 18
9 2 2 18
9 3 2 18
9 16 2 18
9 18 8 18
9 9 11 18
9 0 15 18
9 18 15 18
9 20 18 18
9 3 21 18
9 9 22 18
9 15 23 18
9 22 24 18
9 0 25 18
9 25 31 18
17 0 2 18
17 2 2 18
17 3 2 18
17 16 2 18
17 36 7 18
17 18 8 18
17 9 11 18
17 33 11 18
17 0 15 18
17 18 15 18
17 36 15 18
17 20 18 18
17 3 21 18
17 9 22 18
17 15 23 18
17 34 23 18
17 22 24 18
17 0 25 18
17 25 31 18
35 16 2 18
35 43 4 18
35 36 7 18
35 18 8 18
35 33 11 18
35 18 15 18
35 36 15 18
35 41 16 18
35 20 18 18
35 38 21 18
35 15 23 18
35 34 23 18
35 22 24 18
35 39 24 18
35 50 26 18
35 45 29 18
35 25 31 18
60 43 3 19
60 62 5 19
60 59 7 19
60 41 15 19
60 59 16 19
60 55 17 19
60 61 19 19
60 50 25 19
60 45 28 19
60 56 29 19
60 63 30 19
60 49 31 19
0 18 6 20
0 9 9 20
0 0 13 20
0 18 13 20
0 3 19 20
0 9 20 20
0 15 21 20
0 0 23 20
0 16 30 20
2 18 6 20
2 9 9 20
2 0 13 20
2 18 13 20
2 20 16 20
2 3 19 20
2 9 20 20
2 15 21 20
2 0 23 20
2 16 30 20
3 18 6 20
3 9 9 20
3 0 13 20
3 18 13 20
3 20 16 20
3 3 19 20
3 9 20 20
3 15 21 20
3 22 22 20
3 0 23 20
3 16 30 20
16 18 6 20
16 9 9 20
16 33 9 20
16 0 13 20
16 18 13 20
16 20 16 20
16 3 19 20
16 9 20 20
16 15 21 20
16 34 21 20
16 22 22 20
16 0 23 20
16 25 29 20
16 16 30 20
43 62 2 22
43 36 3 22
43 59 4 22
43 33 7 22
43 36 11 22
43 41 12 22
43 59 13 22
43 55 14 22
43 61 16 22
43 38 17 22
43 34 19 22
43 39 20 22
43 50 22 22
43 45 25 22
43 56 26 22
43 25 27 22
43 49 28 22
43 24 30 22
43 56 31 22
62 59 2 24
62 59 11 24
62 55 12 24
62 61 14 24
62 50 20 24
62 45 23 24
62 56 24 24
62 63 25 24
62 49 26 24
62 56 29 24
62 53 31 24
36 33 4 25
36 18 8 25
36 36 8 25
36 41 9 25
36 20 11 25
36 55 11 25
36 38 14 25
36 34 16 25
36 22 17 25
36 39 17 25
36 50 19 25
36 45 22 25
36 25 24 25
36 16 25 25
36 49 25 25
36 24 27 25
36 53 30 25
36 46 31 25
18 9 3 26
18 33 3 26
18 0 7 26
18 18 7 26
18 36 7 26
18 20 10 26
18 3 13 26
18 9 14 26
18 15 15 26
18 34 15 26
18 22 16 26
18 0 17 26
18 25 23 26
18 16 24 26
18 24 26 26
18 17 31 26
59 41 8 26
59 59 9 26
59 55 10 26
59 61 12 26
59 39 16 26
59 50 18 26
59 45 21 26
59 56 22 26
59 63 23 26
59 49 24 26
59 56 27 26
59 53 29 26
59 46 30 26
59 58 31 26
9 0 4 29
9 18 4 29
9 20 7 29
9 3 10 29
9 9 11 29
9 15 12 29
9 22 13 29
9 0 14 29
9 25 20 29
9 16 21 29
9 24 23 29
9 17 28 29
33 18 4 29
33 36 4 29
33 41 5 29
33 20 7 29
33 38 10 29
33 15 12 29
33 34 12 29
33 22 13 29
33 39 13 29
33 50 15 29
33 45 18 29
33 25 20 29
33 16 21 29
33 49 21 29
33 24 23 29
33 46 27 29
33 17 28 29
0 3 6 33
0 9 7 33
0 15 8 33
0 0 10 33
0 16 17 33
0 17 24 33
0 3 28 33
0 16 28 33
0 4 31 33
18 20 3 33
18 3 6 33
18 9 7 33
18 15 8 33
18 34 8 33
18 22 9 33
18 0 10 33
18 25 16 33
18 16 17 33
18 24 19 33
18 17 24 33
18 3 28 33
18 16 28 33
18 4 31 33
36 20 3 33
36 55 3 33
36 38 6 33
36 34 8 33
36 22 9 33
36 39 9 33
36 50 11 33
36 45 14 33
36 25 16 33
36 16 17 33
36 49 17 33
36 24 19 33
36 53 22 33
36 46 23 33
36 17 24 33
36 16 28 33
36 50 28 33
36 38 31 33
41 55 2 34
41 38 5 34
41 34 7 34
41 22 8 34
41 39 8 34
41 50 10 34
41 45 13 34
41 56 14 34
41 25 15 34
41 49 16 34
41 24 18 34
41 56 19 34
41 53 21 34
41 46 22 34
41 58 23 34
41 57 24 34
41 60 26 34
41 50 27 34
41 38 30 34
41 28 31 34
41 43 31 34
59 61 3 35
59 39 7 35
59 50 9 35
59 45 12 35
59 56 13 35
59 63 14 35
59 49 15 35
59 56 18 35
59 53 20 35
59 46 21 35
59 58 22 35
59 57 23 35
59 60 25 35
59 50 26 35
59 43 30 35
20 3 3 36
20 38 3 36
20 9 4 36
20 15 5 36
20 34 5 36
20 22 6 36
20 39 6 36
20 0 7 36
20 25 13 36
20 16 14 36
20 24 16 36
20 17 21 36
20 3 25 36
20 16 25 36
20 4 28 36
20 38 28 36
20 0 29 36
20 13 29 36
20 28 29 36
20 16 30 36
20 5 31 36
55 61 2 36
55 38 3 36
55 39 6 36
55 50 8 36
55 45 11 36
55 56 12 36
55 63 13 36
55 49 14 36
55 56 17 36
55 53 19 36
55 46 20 36
55 58 21 36
55 57 22 36
55 60 24 36
55 50 25 36
55 38 28 36
55 43 29 36
55 43 31 36
61 50 6 38
61 45 9 38
61 56 10 38
61 63 11 38
61 49 12 38
61 56 15 38
61 53 17 38
61 46 18 38
61 58 19 38
61 57 20 38
61 60 22 38
61 50 23 38
61 43 27 38
61 43 29 38
3 15 2 39
3 22 3 39
3 0 4 39
3 16 11 39
3 17 18 39
3 3 22 39
3 16 22 39
3 4 25 39
3 0 26 39
3 13 26 39
3 16 27 39
3 5 28 39
38 34 2 39
38 22 3 39
38 39 3 39
38 50 5 39
38 45 8 39
38 56 9 39
38 25 10 39
38 49 11 39
38 24 13 39
38 56 14 39
38 53 16 39
38 46 17 39
38 57 19 39
38 50 22 39
38 38 25 39
38 28 26 39
38 43 26 39
38 43 28 39
38 42 31 39
9 22 2 40
9 0 3 40
9 25 9 40
9 16 10 40
9 24 12 40
9 17 17 40
9 3 21 40
9 16 21 40
9 4 24 40
9 0 25 40
9 13 25 40
9 28 25 40
9 16 26 40
9 5 27 40
15 0 2 41
15 25 8 41
15 16 9 41
15 24 11 41
15 17 16 41
15 3 20 41
15 16 20 41
15 4 23 41
15 0 24 41
15 13 24 41
15 28 24 41
15 16 25 41
15 5 26 41
15 19 31 41
34 50 3 41
34 45 6 41
34 25 8 41
34 16 9 41
34 49 9 41
34 24 11 41
34 53 14 41
34 46 15 41
34 17 16 41
34 16 20 41
34 50 20 41
34 38 23 41
34 28 24 41
34 43 24 41
34 16 25 41
34 43 26 41
34 42 29 41
34 47 30 41
34 19 31 41
22 25 7 42
22 16 8 42
22 24 10 42
22 17 15 42
22 3 19 42
22 16 19 42
22 4 22 42
22 38 22 42
22 13 23 42
22 28 23 42
22 16 24 42
22 5 25 42
22 19 30 42
22 8 31 42
22 24 31 42
22 41 31 42
39 50 2 42
39 45 5 42
39 56 6 42
39 25 7 42
39 49 8 42
39 24 10 42
39 56 11 42
39 53 13 42
39 46 14 42
39 58 15 42
39 57 16 42
39 50 19 42
39 38 22 42
39 28 23 42
39 43 23 42
39 43 25 42
39 42 28 42
39 47 29 42
39 19 30 42
39 55 30 42
39 24 31 42
39 41 31 42
0 16 7 43
0 17 14 43
0 3 18 43
0 16 18 43
0 4 21 43
0 0 22 43
0 13 22 43
0 16 23 43
0 5 24 43
0 19 29 43
0 8 30 43
0 0 31 43
0 2 31 43
50 45 3 44
50 56 4 44
50 63 5 44
50 49 6 44
50 56 9 44
50 53 11 44
50 46 12 44
50 58 13 44
50 57 14 44
50 60 16 44
50 50 17 44
50 38 20 44
50 43 21 44
50 43 23 44
50 42 26 44
50 47 27 44
50 55 28 44
50 41 29 44
50 36 30 44
50 37 31 44
45 25 2 47
45 63 2 47
45 49 3 47
45 56 6 47
45 53 8 47
45 46 9 47
45 58 10 47
45 57 11 47
45 60 13 47
45 50 14 47
45 38 17 47
45 28 18 47
45 43 18 47
45 43 20 47
45 42 23 47
45 47 24 47
45 55 25 47
45 41 26 47
45 36 27 47
45 37 28 47
45 59 29 47
45 34 31 47
56 49 2 48
56 56 5 48
56 53 7 48
56 46 8 48
56 58 9 48
56 57 10 48
56 60 12 48
56 50 13 48
56 38 16 48
56 43 17 48
56 43 19 48
56 42 22 48
56 47 23 48
56 55 24 48
56 41 25 48
56 36 26 48
56 37 27 48
56 59 28 48
25 24 3 49
25 17 8 49
25 16 12 49
25 38 15 49
25 13 16 49
25 28 16 49
25 43 16 49
25 16 17 49
25 5 18 49
25 43 18 49
25 42 21 49
25 19 23 49
25 8 24 49
25 24 24 49
25 41 24 49
25 36 25 49
25 21 26 49
25 37 26 49
25 24 29 49
25 34 29 49
25 16 30 49
63 56 4 49
63 53 6 49
63 46 7 49
63 58 8 49
63 57 9 49
63 60 11 49
63 50 12 49
63 43 16 49
63 43 18 49
63 47 22 49
63 55 23 49
63 59 27 49
63 60 31 49
16 24 2 50
16 17 7 50
16 3 11 50
16 16 11 50
16 4 14 50
16 0 15 50
16 13 15 50
16 28 15 50
16 16 16 50
16 5 17 50
16 19 22 50
16 8 23 50
16 24 23 50
16 0 24 50
16 2 24 50
16 4 25 50
16 21 25 50
16 24 28 50
16 34 28 50
16 16 29 50
49 56 3 50
49 53 5 50
49 46 6 50
49 58 7 50
49 57 8 50
49 60 10 50
49 50 11 50
49 38 14 50
49 43 15 50
49 43 17 50
49 42 20 50
49 47 21 50
49 55 22 50
49 41 23 50
49 36 24 50
49 37 25 50
49 59 26 50
49 34 28 50
49 60 30 50
49 60 31 50
24 17 5 52
24 16 9 52
24 4 12 52
24 38 12 52
24 13 13 52
24 28 13 52
24 43 13 52
24 16 14 52
24 5 15 52
24 43 15 52
24 42 18 52
24 19 20 52
24 8 21 52
24 24 21 52
24 41 21 52
24 36 22 52
24 4 23 52
24 21 23 52
24 37 23 52
24 24 26 52
24 34 26 52
24 16 27 52
24 16 31 52
56 53 2 53
56 46 3 53
56 58 4 53
56 57 5 53
56 60 7 53
56 50 8 53
56 38 11 53
56 43 12 53
56 43 14 53
56 42 17 53
56 47 18 53
56 55 19 53
56 41 20 53
56 36 21 53
56 37 22 53
56 59 23 53
56 60 27 53
56 60 28 53
56 60 29 53
56 50 30 53
53 58 2 55
53 57 3 55
53 60 5 55
53 50 6 55
53 38 9 55
53 43 10 55
53 43 12 55
53 42 15 55
53 47 16 55
53 55 17 55
53 41 18 55
53 36 19 55
53 37 20 55
53 59 21 55
53 34 23 55
53 60 25 55
53 60 26 55
53 60 27 55
53 50 28 55
53 53 30 55
53 44 31 55
46 57 2 56
46 60 4 56
46 50 5 56
46 38 8 56
46 28 9 56
46 43 9 56
46 43 11 56
46 42 14 56
46 47 15 56
46 55 16 56
46 41 17 56
46 36 18 56
46 37 19 56
46 59 20 56
46 34 22 56
46 60 24 56
46 60 25 56
46 60 26 56
46 50 27 56
46 26 29 56
46 53 29 56
46 44 30 56
46 48 31 56
17 3 4 57
17 16 4 57
17 4 7 57
17 0 8 57
17 13 8 57
17 28 8 57
17 16 9 57
17 5 10 57
17 19 15 57
17 8 16 57
17 24 16 57
17 0 17 57
17 2 17 57
17 36 17 57
17 4 18 57
17 21 18 57
17 24 21 57
17 34 21 57
17 16 22 57
17 0 26 57
17 16 26 57
17 26 28 57
17 1 29 57
58 60 3 57
58 50 4 57
58 38 7 57
58 43 8 57
58 43 10 57
58 42 13 57
58 47 14 57
58 55 15 57
58 41 16 57
58 59 19 57
58 60 23 57
58 60 24 57
58 60 25 57
58 50 26 57
58 53 28 57
58 44 29 57
58 48 30 57
57 60 2 58
57 50 3 58
57 38 6 58
57 43 7 58
57 43 9 58
57 42 12 58
57 47 13 58
57 55 14 58
57 41 15 58
57 37 17 58
57 59 18 58
57 60 22 58
57 60 23 58
57 60 24 58
57 50 25 58
57 53 27 58
57 44 28 58
57 48 29 58
60 43 5 60
60 43 7 60
60 42 10 60
60 47 11 60
60 55 12 60
60 41 13 60
60 59 16 60
60 60 20 60
60 60 21 60
60 60 22 60
60 50 23 60
60 53 25 60
60 44 26 60
60 48 27 60
60 40 30 60
3 4 3 61
3 0 4 61
3 13 4 61
3 16 5 61
3 5 6 61
3 19 11 61
3 8 12 61
3 0 13 61
3 2 13 61
3 4 14 61
3 21 14 61
3 16 18 61
3 0 22 61
3 16 22 61
3 1 25 61
16 4 3 61
16 0 4 61
16 13 4 61
16 28 4 61
16 16 5 61
16 5 6 61
16 19 11 61
16 8 12 61
16 24 12 61
16 0 13 61
16 2 13 61
16 4 14 61
16 21 14 61
16 24 17 61
16 34 17 61
16 16 18 61
16 0 22 61
16 16 22 61
16 26 24 61
16 1 25 61
16 30 28 61
16 31 28 61
16 25 29 61
16 26 30 61
50 38 3 61
50 43 4 61
50 43 6 61
50 42 9 61
50 47 10 61
50 55 11 61
50 41 12 61
50 36 13 61
50 37 14 61
50 59 15 61
50 34 17 61
50 60 19 61
50 60 20 61
50 60 21 61
50 50 22 61
50 53 24 61
50 44 25 61
50 48 26 61
50 30 28 61
50 31 28 61
50 40 29 61
50 36 30 61
50 60 31 61
4 16 2 64
4 5 3 64
4 19 8 64
4 8 9 64
4 0 10 64
4 2 10 64
4 4 11 64
4 21 11 64
4 16 15 64
4 0 19 64
4 16 19 64
4 1 22 64
4 10 29 64
4 23 31 64
38 43 3 64
38 42 6 64
38 47 7 64
38 19 8 64
38 55 8 64
38 24 9 64
38 41 9 64
38 36 10 64
38 21 11 64
38 37 11 64
38 24 14 64
38 34 14 64
38 50 19 64
38 26 21 64
38 53 21 64
38 44 22 64
38 48 23 64
38 30 25 64
38 31 25 64
38 25 26 64
38 40 26 64
38 26 27 64
38 36 27 64
38 35 30 64
38 23 31 64
0 5 2 65
0 19 7 65
0 8 8 65
0 0 9 65
0 2 9 65
0 4 10 65
0 16 14 65
0 0 18 65
0 16 18 65
0 1 21 65
0 10 28 65
0 7 31 65
13 5 2 65
13 19 7 65
13 8 8 65
13 24 8 65
13 0 9 65
13 2 9 65
13 4 10 65
13 21 10 65
13 24 13 65
13 16 14 65
13 0 18 65
13 16 18 65
13 26 20 65
13 1 21 65
13 30 24 65
13 31 24 65
13 25 25 65
13 26 26 65
13 10 28 65
13 23 30 65
13 7 31 65
13 28 31 65
28 43 2 65
28 42 5 65
28 47 6 65
28 19 7 65
28 8 8 65
28 24 8 65
28 41 8 65
28 36 9 65
28 21 10 65
28 37 10 65
28 24 13 65
28 34 13 65
28 16 14 65
28 16 18 65
28 26 20 65
28 44 21 65
28 30 24 65
28 31 24 65
28 25 25 65
28 40 25 65
28 26 26 65
28 36 26 65
28 10 28 65
28 35 29 65
28 23 30 65
28 28 31 65
43 43 2 65
43 42 5 65
43 47 6 65
43 55 7 65
43 24 8 65
43 41 8 65
43 36 9 65
43 37 10 65
43 59 11 65
43 24 13 65
43 34 13 65
43 60 15 65
43 60 16 65
43 60 17 65
43 50 18 65
43 26 20 65
43 53 20 65
43 44 21 65
43 48 22 65
43 30 24 65
43 31 24 65
43 25 25 65
43 40 25 65
43 26 26 65
43 36 26 65
43 60 27 65
43 35 29 65
43 23 30 65
43 28 31 65
43 50 31 65
16 19 6 66
16 8 7 66
16 24 7 66
16 0 8 66
16 2 8 66
16 4 9 66
16 21 9 66
16 24 12 66
16 34 12 66
16 16 13 66
16 0 17 66
16 16 17 66
16 26 19 66
16 1 20 66
16 30 23 66
16 31 23 66
16 25 24 66
16 26 25 66
16 10 27 66
16 35 28 66
16 23 29 66
16 7 30 66
16 28 30 66
5 19 5 67
5 8 6 67
5 24 6 67
5 0 7 67
5 2 7 67
5 4 8 67
5 21 8 67
5 24 11 67
5 16 12 67
5 0 16 67
5 16 16 67
5 1 19 67
5 10 26 67
5 23 28 67
5 7 29 67
5 17 31 67
43 42 3 67
43 47 4 67
43 55 5 67
43 24 6 67
43 41 6 67
43 36 7 67
43 37 8 67
43 59 9 67
43 24 11 67
43 34 11 67
43 60 13 67
43 60 14 67
43 60 15 67
43 50 16 67
43 26 18 67
43 53 18 67
43 44 19 67
43 48 20 67
43 30 22 67
43 31 22 67
43 25 23 67
43 40 23 67
43 26 24 67
43 36 24 67
43 60 25 67
43 35 27 67
43 23 28 67
43 28 29 67
43 50 29 67
43 38 31 67
42 55 2 70
42 24 3 70
42 41 3 70
42 36 4 70
42 37 5 70
42 59 6 70
42 24 8 70
42 34 8 70
42 60 10 70
42 60 11 70
42 60 12 70
42 50 13 70
42 26 15 70
42 53 15 70
42 44 16 70
42 48 17 70
42 30 19 70
42 31 19 70
42 25 20 70
42 40 20 70
42 26 21 70
42 36 21 70
42 60 22 70
42 35 24 70
42 23 25 70
42 28 26 70
42 50 26 70
42 38 28 70
42 31 30 70
47 41 2 71
47 36 3 71
47 37 4 71
47 59 5 71
47 34 7 71
47 60 9 71
47 60 10 71
47 60 11 71
47 50 12 71
47 53 14 71
47 44 15 71
47 48 16 71
47 30 18 71
47 31 18 71
47 40 19 71
47 36 20 71
47 60 21 71
47 35 23 71
47 28 25 71
47 50 25 71
47 38 27 71
47 31 29 71
19 0 2 72
19 2 2 72
19 36 2 72
19 4 3 72
19 21 3 72
19 37 3 72
19 24 6 72
19 34 6 72
19 16 7 72
19 0 11 72
19 16 11 72
19 26 13 72
19 1 14 72
19 30 17 72
19 31 17 72
19 25 18 72
19 26 19 72
19 36 19 72
19 10 21 72
19 35 22 72
19 23 23 72
19 7 24 72
19 28 24 72
19 17 26 72
19 38 26 72
19 9 28 72
19 16 28 72
19 31 28 72
19 7 29 72
55 36 2 72
55 37 3 72
55 59 4 72
55 60 8 72
55 60 9 72
55 60 10 72
55 50 11 72
55 53 13 72
55 44 14 72
55 48 15 72
55 40 18 72
55 36 19 72
55 60 20 72
55 35 22 72
55 50 24 72
55 38 26 72
8 4 2 73
8 21 2 73
8 24 5 73
8 16 6 73
8 0 10 73
8 16 10 73
8 26 12 73
8 1 13 73
8 25 17 73
8 26 18 73
8 10 20 73
8 23 22 73
8 7 23 73
8 17 25 73
8 9 27 73
8 16 27 73
8 7 28 73
24 4 2 73
24 21 2 73
24 37 2 73
24 24 5 73
24 34 5 73
24 16 6 73
24 16 10 73
24 26 12 73
24 30 16 73
24 31 16 73
24 25 17 73
24 40 17 73
24 26 18 73
24 36 18 73
24 10 20 73
24 35 21 73
24 23 22 73
24 7 23 73
24 28 23 73
24 17 25 73
24 38 25 73
24 9 27 73
24 16 27 73
24 31 27 73
24 7 28 73
41 21 2 73
41 37 2 73
41 59 3 73
41 24 5 73
41 34 5 73
41 60 7 73
41 60 8 73
41 60 9 73
41 50 10 73
41 26 12 73
41 53 12 73
41 44 13 73
41 48 14 73
41 30 16 73
41 31 16 73
41 25 17 73
41 40 17 73
41 26 18 73
41 36 18 73
41 60 19 73
41 35 21 73
41 23 22 73
41 28 23 73
41 50 23 73
41 38 25 73
41 31 27 73
41 50 31 73
0 16 5 74
0 0 9 74
0 16 9 74
0 1 12 74
0 10 19 74
0 7 22 74
0 17 24 74
0 9 26 74
0 16 26 74
0 7 27 74
2 16 5 74
2 0 9 74
2 16 9 74
2 1 12 74
2 10 19 74
2 7 22 74
2 17 24 74
2 9 26 74
2 16 26 74
2 7 27 74
36 24 4 74
36 34 4 74
36 16 5 74
36 16 9 74
36 50 9 74
36 26 11 74
36 53 11 74
36 44 12 74
36 48 13 74
36 30 15 74
36 31 15 74
36 25 16 74
36 40 16 74
36 26 17 74
36 36 17 74
36 35 20 74
36 23 21 74
36 28 22 74
36 50 22 74
36 17 24 74
36 38 24 74
36 16 26 74
36 31 26 74
36 50 30 74
36 53 31 74
4 16 4 75
4 0 8 75
4 16 8 75
4 1 11 75
4 10 18 75
4 23 20 75
4 7 21 75
4 17 23 75
4 9 25 75
4 16 25 75
4 7 26 75
21 24 3 75
21 34 3 75
21 16 4 75
21 16 8 75
21 26 10 75
21 1 11 75
21 30 14 75
21 31 14 75
21 25 15 75
21 40 15 75
21 26 16 75
21 36 16 75
21 10 18 75
21 35 19 75
21 23 20 75
21 7 21 75
21 28 21 75
21 17 23 75
21 38 23 75
21 9 25 75
21 16 25 75
21 31 25 75
21 7 26 75
37 24 3 75
37 34 3 75
37 50 8 75
37 26 10 75
37 53 10 75
37 44 11 75
37 48 12 75
37 30 14 75
37 31 14 75
37 25 15 75
37 40 15 75
37 26 16 75
37 36 16 75
37 35 19 75
37 23 20 75
37 28 21 75
37 50 21 75
37 17 23 75
37 38 23 75
37 31 25 75
37 50 29 75
37 53 30 75
59 60 4 76
59 60 5 76
59 60 6 76
59 50 7 76
59 53 9 76
59 44 10 76
59 48 11 76
59 40 14 76
59 60 16 76
59 50 20 76
59 50 28 76
59 53 29 76
24 16 5 78
24 26 7 78
24 30 11 78
24 31 11 78
24 25 12 78
24 40 12 78
24 26 13 78
24 36 13 78
24 10 15 78
24 35 16 78
24 23 17 78
24 7 18 78
24 28 18 78
24 17 20 78
24 38 20 78
24 9 22 78
24 16 22 78
24 31 22 78
24 7 23 78
34 16 5 78
34 50 5 78
34 26 7 78
34 53 7 78
34 44 8 78
34 48 9 78
34 30 11 78
34 31 11 78
34 25 12 78
34 40 12 78
34 26 13 78
34 36 13 78
34 35 16 78
34 23 17 78
34 28 18 78
34 50 18 78
34 17 20 78
34 38 20 78
34 16 22 78
34 31 22 78
34 50 26 78
34 53 27 78
34 50 31 78
16 0 4 79
16 16 4 79
16 26 6 79
16 1 7 79
16 30 10 79
16 31 10 79
16 25 11 79
16 26 12 79
16 10 14 79
16 35 15 79
16 23 16 79
16 7 17 79
16 28 17 79
16 17 19 79
16 9 21 79
16 16 21 79
16 31 21 79
16 7 22 79
16 0 31 79
16 26 31 79
60 60 2 80
60 50 3 80
60 53 5 80
60 44 6 80
60 48 7 80
60 40 10 80
60 60 12 80
60 50 16 80
60 50 24 80
60 53 25 80
60 50 29 80
60 60 30 80
60 50 2 81
60 53 4 81
60 44 5 81
60 48 6 81
60 40 9 81
60 60 11 81
60 50 15 81
60 50 23 81
60 53 24 81
60 50 28 81
60 60 29 81
60 53 3 82
60 44 4 82
60 48 5 82
60 40 8 82
60 60 10 82
60 50 14 82
60 50 22 82
60 53 23 82
60 50 27 82
60 60 28 82
60 51 31 82
0 1 3 83
0 10 10 83
0 7 13 83
0 17 15 83
0 9 17 83
0 16 17 83
0 7 18 83
0 0 27 83
16 26 2 83
16 1 3 83
16 30 6 83
16 31 6 83
16 25 7 83
16 26 8 83
16 10 10 83
16 35 11 83
16 23 12 83
16 7 13 83
16 28 13 83
16 17 15 83
16 9 17 83
16 16 17 83
16 31 17 83
16 7 18 83
16 0 27 83
16 26 27 83
50 53 2 83
50 44 3 83
50 48 4 83
50 30 6 83
50 31 6 83
50 40 7 83
50 36 8 83
50 60 9 83
50 35 11 83
50 50 13 83
50 38 15 83
50 31 17 83
50 50 21 83
50 53 22 83
50 50 26 83
50 60 27 83
50 51 30 83
26 30 4 85
26 31 4 85
26 25 5 85
26 40 5 85
26 26 6 85
26 36 6 85
26 10 8 85
26 35 9 85
26 23 10 85
26 7 11 85
26 28 11 85
26 17 13 85
26 38 13 85
26 9 15 85
26 16 15 85
26 31 15 85
26 7 16 85
26 26 25 85
