snippetList_name2 - album2_life-after-youv2_cut1mobile.wav_stft.txt_vectors.txt
13 10 20 65
13 8 21 65
13 19 23 65
13 28 26 65
13 28 27 65
13 31 27 65
13 20 28 65
13 29 32 65
13 30 34 65
40 41 6 65
40 58 7 65
40 39 10 65
40 45 12 65
40 42 13 65
40 53 14 65
40 42 18 65
40 44 20 65
40 42 21 65
40 41 22 65
40 41 23 65
40 41 25 65
40 28 26 65
40 39 26 65
40 28 27 65
40 31 27 65
40 20 28 65
40 29 32 65
40 41 32 65
40 37 33 65
40 30 34 65
70 60 5 65
70 75 6 65
70 58 7 65
70 64 7 65
70 60 9 65
70 87 9 65
70 53 14 65
70 65 14 65
70 75 17 65
70 75 18 65
70 69 23 65
70 68 25 65
70 72 28 65
123 111 7 66
123 111 9 66
123 122 10 66
123 111 11 66
123 119 12 66
123 109 15 66
123 120 21 66
123 121 23 66
123 107 29 66
123 125 30 66
123 108 31 66
123 124 32 66
91 87 7 67
91 109 14 67
91 75 15 67
91 75 16 67
91 72 26 67
91 107 28 67
91 108 30 67
91 95 34 67
111 111 5 68
111 111 7 68
111 122 8 68
111 111 9 68
111 119 10 68
111 109 13 68
111 120 19 68
111 121 21 68
111 107 27 68
111 125 28 68
111 108 29 68
111 124 30 68
111 95 33 68
111 111 6 69
111 122 7 69
111 111 8 69
111 119 9 69
111 109 12 69
111 120 18 69
111 121 20 69
111 107 26 69
111 125 27 69
111 108 28 69
111 124 29 69
111 95 32 69
111 95 34 69
60 45 7 70
60 42 8 70
60 53 9 70
60 65 9 70
60 75 12 70
60 42 13 70
60 75 13 70
60 44 15 70
60 42 16 70
60 41 17 70
60 41 18 70
60 69 18 70
60 41 20 70
60 68 20 70
60 72 23 70
60 41 27 70
60 46 33 70
111 111 5 70
111 122 6 70
111 111 7 70
111 119 8 70
111 109 11 70
111 120 17 70
111 121 19 70
111 107 25 70
111 125 26 70
111 108 27 70
111 124 28 70
111 95 31 70
111 95 33 70
41 45 6 71
41 42 7 71
41 53 8 71
41 42 12 71
41 44 14 71
41 42 15 71
41 41 16 71
41 41 17 71
41 41 19 71
41 28 20 71
41 39 20 71
41 28 21 71
41 31 21 71
41 29 26 71
41 41 26 71
41 37 27 71
41 30 28 71
41 46 32 71
75 65 8 71
75 75 11 71
75 75 12 71
75 69 17 71
75 68 19 71
75 72 22 71
75 84 34 71
58 45 5 72
58 42 6 72
58 53 7 72
58 65 7 72
58 75 10 72
58 42 11 72
58 75 11 72
58 44 13 72
58 42 14 72
58 41 15 72
58 41 16 72
58 69 16 72
58 41 18 72
58 68 18 72
58 39 19 72
58 72 21 72
58 41 25 72
58 46 31 72
64 45 5 72
64 53 7 72
64 65 7 72
64 75 10 72
64 75 11 72
64 44 13 72
64 69 16 72
64 68 18 72
64 72 21 72
64 46 31 72
64 83 34 72
111 119 5 73
111 109 8 73
111 120 14 73
111 121 16 73
111 107 22 73
111 125 23 73
111 108 24 73
111 124 25 73
111 95 28 73
111 95 30 73
111 126 34 73
0 17 7 74
0 16 8 74
0 14 9 74
0 17 9 74
0 6 10 74
0 8 10 74
0 10 11 74
0 8 12 74
0 19 14 74
0 14 27 74
0 16 27 74
0 15 31 74
0 18 32 74
0 11 34 74
60 53 5 74
60 65 5 74
60 75 8 74
60 42 9 74
60 75 9 74
60 44 11 74
60 42 12 74
60 41 13 74
60 41 14 74
60 69 14 74
60 41 16 74
60 68 16 74
60 72 19 74
60 41 23 74
60 46 29 74
60 50 33 74
87 75 8 74
87 75 9 74
87 69 14 74
87 68 16 74
87 72 19 74
87 95 27 74
87 95 29 74
87 84 31 74
87 83 32 74
87 88 34 74
39 42 8 75
39 44 10 75
39 42 11 75
39 41 12 75
39 19 13 75
39 41 13 75
39 41 15 75
39 28 16 75
39 39 16 75
39 28 17 75
39 31 17 75
39 20 18 75
39 29 22 75
39 41 22 75
39 37 23 75
39 30 24 75
39 46 28 75
39 50 32 75
39 32 33 75
39 33 34 75
111 109 6 75
111 120 12 75
111 121 14 75
111 107 20 75
111 125 21 75
111 108 22 75
111 124 23 75
111 95 26 75
111 95 28 75
111 126 32 75
122 109 5 76
122 120 11 76
122 121 13 76
122 107 19 76
122 125 20 76
122 108 21 76
122 124 22 76
122 126 31 76
19 16 5 77
19 14 6 77
19 17 6 77
19 6 7 77
19 8 7 77
19 10 8 77
19 8 9 77
19 19 11 77
19 28 14 77
19 28 15 77
19 31 15 77
19 20 16 77
19 29 20 77
19 37 21 77
19 30 22 77
19 14 24 77
19 16 24 77
19 15 28 77
19 18 29 77
19 11 31 77
19 32 31 77
19 33 32 77
45 42 6 77
45 44 8 77
45 42 9 77
45 41 10 77
45 41 11 77
45 41 13 77
45 28 14 77
45 39 14 77
45 28 15 77
45 31 15 77
45 29 20 77
45 41 20 77
45 37 21 77
45 30 22 77
45 46 26 77
45 50 30 77
45 32 31 77
45 33 32 77
45 44 34 77
111 120 10 77
111 121 12 77
111 107 18 77
111 125 19 77
111 108 20 77
111 124 21 77
111 95 24 77
111 95 26 77
111 126 30 77
111 97 33 77
111 115 34 77
42 42 5 78
42 44 7 78
42 42 8 78
42 41 9 78
42 41 10 78
42 41 12 78
42 28 13 78
42 39 13 78
42 28 14 78
42 31 14 78
42 29 19 78
42 41 19 78
42 37 20 78
42 30 21 78
42 46 25 78
42 50 29 78
42 32 30 78
42 33 31 78
42 44 33 78
119 120 9 78
119 121 11 78
119 107 17 78
119 125 18 78
119 108 19 78
119 124 20 78
119 126 29 78
119 115 33 78
53 44 6 79
53 42 7 79
53 41 8 79
53 41 9 79
53 69 9 79
53 41 11 79
53 68 11 79
53 39 12 79
53 72 14 79
53 41 18 79
53 37 19 79
53 46 24 79
53 50 28 79
53 33 30 79
53 44 32 79
65 69 9 79
65 68 11 79
65 72 14 79
65 46 24 79
65 84 26 79
65 83 27 79
65 50 28 79
17 8 5 81
17 19 7 81
17 28 10 81
17 28 11 81
17 31 11 81
17 20 12 81
17 29 16 81
17 30 18 81
17 14 20 81
17 16 20 81
17 15 24 81
17 18 25 81
17 11 27 81
17 32 27 81
17 33 28 81
109 120 6 81
109 121 8 81
109 107 14 81
109 125 15 81
109 108 16 81
109 124 17 81
109 95 20 81
109 95 22 81
109 126 26 81
109 97 29 81
109 115 30 81
16 19 6 82
16 28 9 82
16 28 10 82
16 31 10 82
16 20 11 82
16 29 15 82
16 30 17 82
16 14 19 82
16 16 19 82
16 15 23 82
16 18 24 82
16 11 26 82
16 32 26 82
16 33 27 82
75 69 6 82
75 68 8 82
75 72 11 82
75 84 23 82
75 83 24 82
75 88 26 82
14 19 5 83
14 28 8 83
14 28 9 83
14 31 9 83
14 20 10 83
14 29 14 83
14 30 16 83
14 14 18 83
14 16 18 83
14 15 22 83
14 18 23 83
14 11 25 83
14 32 25 83
14 33 26 83
17 19 5 83
17 28 8 83
17 28 9 83
17 31 9 83
17 20 10 83
17 29 14 83
17 30 16 83
17 14 18 83
17 16 18 83
17 15 22 83
17 18 23 83
17 11 25 83
17 32 25 83
17 33 26 83
42 41 5 83
42 41 7 83
42 28 8 83
42 39 8 83
42 28 9 83
42 31 9 83
42 29 14 83
42 41 14 83
42 37 15 83
42 30 16 83
42 46 20 83
42 50 24 83
42 32 25 83
42 33 26 83
42 44 28 83
75 69 5 83
75 68 7 83
75 72 10 83
75 84 22 83
75 83 23 83
75 88 25 83
6 20 9 84
6 14 17 84
6 16 17 84
6 15 21 84
6 18 22 84
6 11 24 84
8 20 9 84
8 14 17 84
8 16 17 84
8 15 21 84
8 18 22 84
8 11 24 84
10 28 6 85
10 28 7 85
10 20 8 85
10 29 12 85
10 14 16 85
10 16 16 85
10 15 20 85
10 18 21 85
10 11 23 85
44 41 5 85
44 28 6 85
44 39 6 85
44 28 7 85
44 31 7 85
44 29 12 85
44 41 12 85
44 37 13 85
44 30 14 85
44 46 18 85
44 50 22 85
44 32 23 85
44 33 24 85
44 44 26 85
8 20 7 86
8 14 15 86
8 16 15 86
8 15 19 86
8 18 20 86
8 11 22 86
42 28 5 86
42 39 5 86
42 28 6 86
42 31 6 86
42 29 11 86
42 41 11 86
42 37 12 86
42 30 13 86
42 46 17 86
42 50 21 86
42 32 22 86
42 33 23 86
42 44 25 86
41 28 5 87
41 31 5 87
41 29 10 87
41 41 10 87
41 37 11 87
41 30 12 87
41 46 16 87
41 50 20 87
41 32 21 87
41 33 22 87
41 44 24 87
120 107 8 87
120 125 9 87
120 108 10 87
120 124 11 87
120 126 20 87
120 115 24 87
19 20 5 88
19 29 9 88
19 37 10 88
19 30 11 88
19 14 13 88
19 16 13 88
19 15 17 88
19 18 18 88
19 11 20 88
19 32 20 88
19 33 21 88
41 29 9 88
41 41 9 88
41 37 10 88
41 30 11 88
41 46 15 88
41 50 19 88
41 32 20 88
41 33 21 88
41 44 23 88
69 72 5 88
69 84 17 88
69 83 18 88
69 50 19 88
69 88 20 88
121 107 6 89
121 125 7 89
121 108 8 89
121 124 9 89
121 126 18 89
121 115 22 89
41 29 7 90
41 41 7 90
41 37 8 90
41 30 9 90
41 46 13 90
41 50 17 90
41 32 18 90
41 33 19 90
41 44 21 90
68 84 15 90
68 83 16 90
68 50 17 90
28 29 6 91
28 41 6 91
28 37 7 91
28 30 8 91
28 14 10 91
28 16 10 91
28 46 12 91
28 15 14 91
28 18 15 91
28 11 17 91
28 32 17 91
28 33 18 91
28 44 20 91
39 29 6 91
39 41 6 91
39 37 7 91
39 30 8 91
39 46 12 91
39 50 16 91
39 32 17 91
39 33 18 91
39 44 20 91
28 29 5 92
28 41 5 92
28 37 6 92
28 30 7 92
28 14 9 92
28 16 9 92
28 46 11 92
28 15 13 92
28 18 14 92
28 11 16 92
28 32 16 92
28 33 17 92
28 44 19 92
31 29 5 92
31 41 5 92
31 37 6 92
31 30 7 92
31 14 9 92
31 16 9 92
31 46 11 92
31 15 13 92
31 18 14 92
31 50 15 92
31 11 16 92
31 32 16 92
31 33 17 92
31 44 19 92
20 37 5 93
20 30 6 93
20 14 8 93
20 16 8 93
20 15 12 93
20 18 13 93
20 11 15 93
20 32 15 93
20 33 16 93
72 84 12 93
72 83 13 93
72 88 15 93
107 95 6 95
107 95 8 95
107 126 12 95
107 88 13 95
107 97 15 95
107 115 16 95
125 126 11 96
125 115 15 96
29 46 6 97
29 15 8 97
29 18 9 97
29 11 11 97
29 32 11 97
29 33 12 97
29 44 14 97
41 46 6 97
41 50 10 97
41 32 11 97
41 33 12 97
41 44 14 97
108 95 6 97
108 126 10 97
108 88 11 97
108 97 13 97
108 115 14 97
37 46 5 98
37 18 8 98
37 50 9 98
37 32 10 98
37 33 11 98
37 44 13 98
124 126 9 98
124 115 13 98
30 15 6 99
30 18 7 99
30 11 9 99
30 32 9 99
30 33 10 99
30 44 12 99
14 18 5 101
14 11 7 101
14 32 7 101
14 33 8 101
16 18 5 101
16 11 7 101
16 32 7 101
16 33 8 101
95 83 5 101
95 88 7 101
95 97 9 101
46 32 5 103
46 33 6 103
46 44 8 103
95 88 5 103
95 97 7 103
84 97 5 105
snippetList_name2 - album2_uptown-funkv2_cut1.wav_stft.txt_vectors.txt
99 108 9 0
99 103 10 0
99 101 11 0
99 93 12 0
99 108 14 0
99 94 15 0
99 114 20 0
99 110 21 0
99 110 22 0
99 109 23 0
99 98 24 0
99 105 25 0
99 106 26 0
99 110 27 0
99 100 29 0
99 97 30 0
99 105 32 0
99 89 34 0
10 15 7 1
10 16 8 1
10 14 18 1
10 16 18 1
10 4 20 1
10 8 20 1
10 27 20 1
10 10 23 1
10 19 23 1
10 14 28 1
10 14 29 1
10 15 29 1
10 1 32 1
10 3 32 1
10 9 32 1
10 26 32 1
10 6 33 1
10 19 34 1
38 43 11 1
38 35 12 1
38 44 13 1
38 44 14 1
38 27 20 1
38 48 22 1
38 19 23 1
38 35 23 1
38 45 24 1
38 36 28 1
38 26 32 1
38 37 32 1
38 35 33 1
38 19 34 1
118 108 8 1
118 103 9 1
118 101 10 1
118 108 13 1
118 120 18 1
118 114 19 1
118 110 20 1
118 110 21 1
118 109 22 1
118 98 23 1
118 105 24 1
118 106 25 1
118 110 26 1
118 121 27 1
118 100 28 1
118 105 31 1
40 43 10 2
40 35 11 2
40 44 12 2
40 44 13 2
40 27 19 2
40 59 19 2
40 48 21 2
40 35 22 2
40 45 23 2
40 36 27 2
40 26 31 2
40 37 31 2
40 35 32 2
94 108 7 2
94 103 8 2
94 101 9 2
94 93 10 2
94 108 12 2
94 94 13 2
94 110 19 2
94 110 20 2
94 109 21 2
94 98 22 2
94 105 23 2
94 106 24 2
94 110 25 2
94 100 27 2
94 97 28 2
94 105 30 2
94 89 32 2
94 94 33 2
12 15 5 3
12 16 6 3
12 14 16 3
12 16 16 3
12 4 18 3
12 8 18 3
12 27 18 3
12 10 21 3
12 19 21 3
12 14 26 3
12 14 27 3
12 15 27 3
12 1 30 3
12 3 30 3
12 9 30 3
12 26 30 3
12 6 31 3
12 19 32 3
12 10 34 3
21 15 5 3
21 16 6 3
21 35 10 3
21 14 16 3
21 16 16 3
21 4 18 3
21 8 18 3
21 27 18 3
21 10 21 3
21 19 21 3
21 35 21 3
21 14 26 3
21 36 26 3
21 14 27 3
21 15 27 3
21 1 30 3
21 3 30 3
21 9 30 3
21 26 30 3
21 37 30 3
21 6 31 3
21 35 31 3
21 19 32 3
21 10 34 3
21 37 34 3
94 108 6 3
94 103 7 3
94 101 8 3
94 93 9 3
94 108 11 3
94 94 12 3
94 110 18 3
94 110 19 3
94 109 20 3
94 98 21 3
94 105 22 3
94 106 23 3
94 110 24 3
94 100 26 3
94 97 27 3
94 105 29 3
94 89 31 3
94 94 32 3
50 43 8 4
50 35 9 4
50 44 10 4
50 44 11 4
50 67 12 4
50 59 17 4
50 48 19 4
50 35 20 4
50 45 21 4
50 36 25 4
50 37 29 4
50 35 30 4
50 37 33 4
94 108 5 4
94 103 6 4
94 101 7 4
94 93 8 4
94 108 10 4
94 94 11 4
94 110 17 4
94 110 18 4
94 109 19 4
94 98 20 4
94 105 21 4
94 106 22 4
94 110 23 4
94 100 25 4
94 97 26 4
94 105 28 4
94 89 30 4
94 94 31 4
94 81 34 4
70 67 10 6
70 59 15 6
70 73 27 6
70 89 28 6
70 81 32 6
15 14 11 8
15 16 11 8
15 4 13 8
15 8 13 8
15 27 13 8
15 10 16 8
15 19 16 8
15 14 21 8
15 14 22 8
15 15 22 8
15 1 25 8
15 3 25 8
15 9 25 8
15 26 25 8
15 6 26 8
15 19 27 8
15 10 29 8
15 6 31 8
15 9 31 8
15 24 34 8
15 34 34 8
16 14 10 9
16 16 10 9
16 4 12 9
16 8 12 9
16 27 12 9
16 10 15 9
16 19 15 9
16 35 15 9
16 14 20 9
16 14 21 9
16 15 21 9
16 1 24 9
16 3 24 9
16 9 24 9
16 26 24 9
16 6 25 9
16 35 25 9
16 19 26 9
16 10 28 9
16 6 30 9
16 9 30 9
16 35 31 9
16 24 33 9
16 34 33 9
108 108 5 9
108 94 6 9
108 120 10 9
108 114 11 9
108 110 12 9
108 110 13 9
108 109 14 9
108 98 15 9
108 105 16 9
108 106 17 9
108 110 18 9
108 121 19 9
108 100 20 9
108 97 21 9
108 105 23 9
108 89 25 9
108 94 26 9
108 119 28 9
108 91 31 9
108 127 33 9
108 105 34 9
103 94 5 10
103 120 9 10
103 114 10 10
103 110 11 10
103 110 12 10
103 109 13 10
103 98 14 10
103 105 15 10
103 106 16 10
103 110 17 10
103 121 18 10
103 100 19 10
103 97 20 10
103 105 22 10
103 89 24 10
103 94 25 10
103 119 27 10
103 91 30 10
103 105 33 10
103 86 34 10
101 120 8 11
101 114 9 11
101 110 10 11
101 110 11 11
101 109 12 11
101 98 13 11
101 105 14 11
101 106 15 11
101 110 16 11
101 100 18 11
101 97 19 11
101 105 21 11
101 89 23 11
101 94 24 11
101 119 26 11
101 81 27 11
101 91 29 11
101 81 31 11
101 105 32 11
101 86 33 11
43 27 9 12
43 59 9 12
43 48 11 12
43 35 12 12
43 45 13 12
43 36 17 12
43 26 21 12
43 37 21 12
43 35 22 12
43 37 25 12
43 35 28 12
43 24 30 12
43 34 30 12
43 25 33 12
93 110 9 12
93 110 10 12
93 109 11 12
93 98 12 12
93 105 13 12
93 106 14 12
93 110 15 12
93 100 17 12
93 97 18 12
93 105 20 12
93 73 21 12
93 89 22 12
93 94 23 12
93 81 26 12
93 91 28 12
93 81 30 12
93 105 31 12
93 86 32 12
35 16 6 13
35 27 8 13
35 48 10 13
35 19 11 13
35 35 11 13
35 45 12 13
35 36 16 13
35 15 17 13
35 26 20 13
35 37 20 13
35 35 21 13
35 19 22 13
35 37 24 13
35 35 27 13
35 24 29 13
35 34 29 13
35 25 32 13
44 27 7 14
44 59 7 14
44 48 9 14
44 35 10 14
44 45 11 14
44 36 15 14
44 26 19 14
44 37 19 14
44 35 20 14
44 37 23 14
44 35 26 14
44 24 28 14
44 34 28 14
44 25 31 14
108 120 5 14
108 114 6 14
108 110 7 14
108 110 8 14
108 109 9 14
108 98 10 14
108 105 11 14
108 106 12 14
108 110 13 14
108 121 14 14
108 100 15 14
108 97 16 14
108 105 18 14
108 89 20 14
108 94 21 14
108 119 23 14
108 91 26 14
108 127 28 14
108 105 29 14
108 121 31 14
108 117 32 14
44 27 6 15
44 59 6 15
44 48 8 15
44 35 9 15
44 45 10 15
44 36 14 15
44 26 18 15
44 37 18 15
44 35 19 15
44 37 22 15
44 35 25 15
44 24 27 15
44 34 27 15
44 25 30 15
44 38 34 15
94 110 6 15
94 110 7 15
94 109 8 15
94 98 9 15
94 105 10 15
94 106 11 15
94 110 12 15
94 100 14 15
94 97 15 15
94 105 17 15
94 89 19 15
94 94 20 15
94 81 23 15
94 91 25 15
94 81 27 15
94 105 28 15
94 86 29 15
67 59 5 16
67 48 7 16
67 73 17 16
67 81 22 16
67 81 26 16
67 86 28 16
67 66 33 16
14 10 5 19
14 19 5 19
14 14 10 19
14 14 11 19
14 15 11 19
14 1 14 19
14 3 14 19
14 9 14 19
14 26 14 19
14 6 15 19
14 19 16 19
14 10 18 19
14 6 20 19
14 9 20 19
14 24 23 19
14 25 26 19
14 2 27 19
14 3 27 19
14 21 30 19
14 5 32 19
14 9 32 19
14 27 32 19
16 10 5 19
16 19 5 19
16 35 5 19
16 14 10 19
16 14 11 19
16 15 11 19
16 1 14 19
16 3 14 19
16 9 14 19
16 26 14 19
16 6 15 19
16 35 15 19
16 19 16 19
16 10 18 19
16 6 20 19
16 9 20 19
16 35 21 19
16 24 23 19
16 34 23 19
16 25 26 19
16 2 27 19
16 3 27 19
16 21 30 19
16 5 32 19
16 9 32 19
16 27 32 19
120 105 6 19
120 106 7 19
120 110 8 19
120 121 9 19
120 100 10 19
120 105 13 19
120 119 18 19
120 127 23 19
120 105 24 19
120 121 26 19
120 117 27 19
120 127 32 19
114 105 5 20
114 106 6 20
114 110 7 20
114 121 8 20
114 100 9 20
114 97 10 20
114 105 12 20
114 94 15 20
114 119 17 20
114 127 22 20
114 105 23 20
114 121 25 20
114 117 26 20
114 127 31 20
4 14 8 21
4 14 9 21
4 15 9 21
4 1 12 21
4 3 12 21
4 9 12 21
4 6 13 21
4 19 14 21
4 10 16 21
4 6 18 21
4 9 18 21
4 2 25 21
4 3 25 21
4 21 28 21
4 5 30 21
4 9 30 21
8 14 8 21
8 14 9 21
8 15 9 21
8 1 12 21
8 3 12 21
8 9 12 21
8 26 12 21
8 6 13 21
8 19 14 21
8 10 16 21
8 6 18 21
8 9 18 21
8 24 21 21
8 25 24 21
8 2 25 21
8 3 25 21
8 21 28 21
8 5 30 21
8 9 30 21
8 27 30 21
27 14 8 21
27 36 8 21
27 14 9 21
27 15 9 21
27 9 12 21
27 26 12 21
27 37 12 21
27 35 13 21
27 19 14 21
27 10 16 21
27 37 16 21
27 9 18 21
27 35 19 21
27 24 21 21
27 34 21 21
27 25 24 21
27 21 28 21
27 38 28 21
27 9 30 21
27 27 30 21
27 30 33 21
59 73 12 21
59 66 28 21
59 53 31 21
59 63 31 21
59 61 34 21
110 106 5 21
110 110 6 21
110 121 7 21
110 100 8 21
110 97 9 21
110 105 11 21
110 94 14 21
110 119 16 21
110 91 19 21
110 127 21 21
110 105 22 21
110 121 24 21
110 117 25 21
110 127 30 21
110 110 5 22
110 121 6 22
110 100 7 22
110 97 8 22
110 105 10 22
110 94 13 22
110 119 15 22
110 91 18 22
110 127 20 22
110 105 21 22
110 121 23 22
110 117 24 22
110 127 29 22
110 126 34 22
48 36 6 23
48 37 10 23
48 35 11 23
48 37 14 23
48 35 17 23
48 34 19 23
48 38 26 23
48 66 26 23
48 53 29 23
48 63 29 23
48 30 31 23
48 61 32 23
48 59 33 23
109 121 5 23
109 100 6 23
109 97 7 23
109 105 9 23
109 89 11 23
109 94 12 23
109 119 14 23
109 91 17 23
109 127 19 23
109 105 20 23
109 121 22 23
109 117 23 23
109 127 28 23
109 126 33 23
10 14 5 24
10 14 6 24
10 15 6 24
10 1 9 24
10 3 9 24
10 9 9 24
10 26 9 24
10 6 10 24
10 19 11 24
10 10 13 24
10 6 15 24
10 9 15 24
10 24 18 24
10 25 21 24
10 2 22 24
10 3 22 24
10 21 25 24
10 5 27 24
10 9 27 24
10 27 27 24
10 14 32 24
10 15 32 24
19 14 5 24
19 36 5 24
19 14 6 24
19 15 6 24
19 1 9 24
19 3 9 24
19 9 9 24
19 26 9 24
19 37 9 24
19 6 10 24
19 35 10 24
19 19 11 24
19 10 13 24
19 37 13 24
19 6 15 24
19 9 15 24
19 35 16 24
19 24 18 24
19 34 18 24
19 25 21 24
19 2 22 24
19 3 22 24
19 21 25 24
19 38 25 24
19 5 27 24
19 9 27 24
19 27 27 24
19 30 30 24
19 14 32 24
19 15 32 24
35 36 5 24
35 15 6 24
35 26 9 24
35 37 9 24
35 35 10 24
35 19 11 24
35 37 13 24
35 35 16 24
35 24 18 24
35 34 18 24
35 25 21 24
35 21 25 24
35 38 25 24
35 27 27 24
35 53 28 24
35 30 30 24
35 15 32 24
98 100 5 24
98 97 6 24
98 105 8 24
98 89 10 24
98 94 11 24
98 81 14 24
98 91 16 24
98 81 18 24
98 105 19 24
98 86 20 24
98 117 22 24
98 82 27 24
45 26 8 25
45 37 8 25
45 35 9 25
45 37 12 25
45 35 15 25
45 34 17 25
45 25 20 25
45 38 24 25
45 27 26 25
45 53 27 25
45 63 27 25
45 30 29 25
45 61 30 25
45 59 31 25
45 61 33 25
45 28 34 25
105 97 5 25
105 105 7 25
105 89 9 25
105 94 10 25
105 119 12 25
105 91 15 25
105 105 18 25
105 86 19 25
105 121 20 25
105 117 21 25
105 113 34 25
106 105 6 26
106 89 8 26
106 94 9 26
106 119 11 26
106 91 14 26
106 105 17 26
106 86 18 26
106 121 19 26
106 117 20 26
106 113 33 26
110 105 5 27
110 94 8 27
110 119 10 27
110 91 13 27
110 127 15 27
110 105 16 27
110 121 18 27
110 117 19 27
110 127 24 27
110 126 29 27
110 113 32 27
121 119 9 28
121 127 14 28
121 105 15 28
121 121 17 28
121 117 18 28
121 127 23 28
121 126 28 28
121 113 31 28
14 6 5 29
14 19 6 29
14 10 8 29
14 6 10 29
14 9 10 29
14 24 13 29
14 25 16 29
14 2 17 29
14 3 17 29
14 21 20 29
14 5 22 29
14 9 22 29
14 27 22 29
14 30 25 29
14 14 27 29
14 15 27 29
14 8 30 29
14 28 30 29
14 10 33 29
14 27 34 29
36 35 5 29
36 19 6 29
36 37 8 29
36 35 11 29
36 24 13 29
36 34 13 29
36 25 16 29
36 21 20 29
36 38 20 29
36 27 22 29
36 53 23 29
36 30 25 29
36 28 30 29
36 27 34 29
36 51 34 29
100 89 5 29
100 94 6 29
100 119 8 29
100 81 9 29
100 91 11 29
100 81 13 29
100 105 14 29
100 86 15 29
100 117 17 29
100 82 22 29
100 113 30 29
100 107 34 29
14 19 5 30
14 10 7 30
14 6 9 30
14 9 9 30
14 24 12 30
14 25 15 30
14 2 16 30
14 3 16 30
14 21 19 30
14 5 21 30
14 9 21 30
14 27 21 30
14 30 24 30
14 14 26 30
14 15 26 30
14 8 29 30
14 28 29 30
14 10 32 30
14 27 33 30
14 4 34 30
15 19 5 30
15 10 7 30
15 6 9 30
15 9 9 30
15 24 12 30
15 34 12 30
15 25 15 30
15 2 16 30
15 3 16 30
15 21 19 30
15 5 21 30
15 9 21 30
15 27 21 30
15 30 24 30
15 14 26 30
15 15 26 30
15 8 29 30
15 28 29 30
15 10 32 30
15 27 33 30
15 4 34 30
97 94 5 30
97 81 8 30
97 91 10 30
97 81 12 30
97 105 13 30
97 86 14 30
97 82 21 30
97 113 29 30
97 107 33 30
97 81 34 30
105 119 5 32
105 91 8 32
105 105 11 32
105 86 12 32
105 121 13 32
105 117 14 32
105 113 27 32
105 107 31 32
105 123 33 32
105 112 34 32
1 6 6 33
1 9 6 33
1 2 13 33
1 3 13 33
1 5 18 33
1 9 18 33
1 14 23 33
1 15 23 33
1 8 26 33
1 10 29 33
1 4 31 33
1 14 33 33
1 14 34 33
3 6 6 33
3 9 6 33
3 2 13 33
3 3 13 33
3 21 16 33
3 5 18 33
3 9 18 33
3 14 23 33
3 15 23 33
3 8 26 33
3 10 29 33
3 4 31 33
3 14 33 33
3 14 34 33
9 6 6 33
9 9 6 33
9 24 9 33
9 25 12 33
9 2 13 33
9 3 13 33
9 21 16 33
9 5 18 33
9 9 18 33
9 27 18 33
9 14 23 33
9 15 23 33
9 8 26 33
9 28 26 33
9 10 29 33
9 27 30 33
9 4 31 33
9 14 33 33
9 14 34 33
26 6 6 33
26 9 6 33
26 35 7 33
26 24 9 33
26 34 9 33
26 25 12 33
26 21 16 33
26 38 16 33
26 9 18 33
26 27 18 33
26 30 21 33
26 14 23 33
26 15 23 33
26 8 26 33
26 28 26 33
26 10 29 33
26 27 30 33
26 44 31 33
26 14 33 33
26 14 34 33
37 35 7 33
37 24 9 33
37 34 9 33
37 25 12 33
37 21 16 33
37 38 16 33
37 27 18 33
37 53 19 33
37 30 21 33
37 28 26 33
37 27 30 33
37 51 30 33
37 44 31 33
73 81 5 33
73 91 7 33
73 81 9 33
73 86 11 33
73 66 16 33
73 82 18 33
73 53 19 33
73 63 19 33
73 61 22 33
73 59 23 33
73 61 25 33
73 59 27 33
73 59 29 33
73 81 31 33
73 62 34 33
73 64 34 33
6 6 5 34
6 9 5 34
6 24 8 34
6 25 11 34
6 2 12 34
6 3 12 34
6 21 15 34
6 5 17 34
6 9 17 34
6 14 22 34
6 15 22 34
6 8 25 34
6 10 28 34
6 4 30 34
6 14 32 34
6 14 33 34
35 35 6 34
35 24 8 34
35 34 8 34
35 25 11 34
35 21 15 34
35 38 15 34
35 27 17 34
35 53 18 34
35 30 20 34
35 15 22 34
35 28 25 34
35 27 29 34
35 51 29 34
35 44 30 34
89 91 6 34
89 81 8 34
89 105 9 34
89 86 10 34
89 82 17 34
89 107 29 34
89 81 30 34
19 35 5 35
19 24 7 35
19 34 7 35
19 25 10 35
19 2 11 35
19 3 11 35
19 21 14 35
19 38 14 35
19 5 16 35
19 9 16 35
19 27 16 35
19 30 19 35
19 14 21 35
19 15 21 35
19 8 24 35
19 28 24 35
19 10 27 35
19 27 28 35
19 4 29 35
19 14 31 35
19 14 32 35
94 91 5 35
94 81 7 35
94 105 8 35
94 86 9 35
94 82 16 35
94 113 24 35
94 107 28 35
94 81 29 35
94 112 31 35
10 24 5 37
10 25 8 37
10 2 9 37
10 3 9 37
10 21 12 37
10 5 14 37
10 9 14 37
10 27 14 37
10 14 19 37
10 15 19 37
10 8 22 37
10 28 22 37
10 10 25 37
10 27 26 37
10 4 27 37
10 14 29 37
10 14 30 37
37 24 5 37
37 34 5 37
37 25 8 37
37 21 12 37
37 38 12 37
37 27 14 37
37 53 15 37
37 30 17 37
37 28 22 37
37 27 26 37
